source,persons,time,nb_articles,avg_tone
sudouest.fr,vimlendhu jha,2021/2,4,-4.84375
ouest-france.fr,morgane rolland,2021/3,4,-5.52995391705069
sudouest.fr,christian jacob,2021/3,4,-6.30372492836676
ouest-france.fr,florence belkacem,2021/2,4,0.31055900621118
ouest-france.fr,nelson mandela,2021/3,4,-1.47783251231527
ouest-france.fr,hachd al-chaabi,2021/1,4,-6.05326876513317
ouest-france.fr,rachid younsi,2021/2,4,-6.53061224489796
sudouest.fr,mohamed guendouz,2021/2,4,-8.84955752212389
ouest-france.fr,mohammed al-zeidawi,2021/1,4,-6.05326876513317
sudouest.fr,nicolas dupont-aignan,2021/3,4,-6.30372492836676
ouest-france.fr,lactalis xavier bonnardel,2021/2,4,2.72727272727273
ouest-france.fr,r patrick charlot,2021/1,4,0.558659217877095
ouest-france.fr,david kaminski,2021/2,4,-8.45070422535211
sudouest.fr,denis mondon,2021/2,4,-8.84955752212389
ouest-france.fr,hussein al-sheikh,2021/2,4,-1.54639175257732
ouest-france.fr,bernard kouchner,2021/1,4,-7.80095610604085
sudouest.fr,natacha bouchart,2021/3,4,-2.51798561151079
ouest-france.fr,lluis puig,2021/3,4,-1.15207373271889
ouest-france.fr,francis scott,2021/2,4,-3.6697247706422
ouest-france.fr,lgbt rafal,2021/3,4,-3.18627450980392
ouest-france.fr,guillou adolphe,2021/1,4,-3.20466132556446
ouest-france.fr,fatou bensouda,2021/2,4,-1.54639175257732
sudouest.fr,baptist dax sallefranque,2021/3,4,-4.278933092224236
ouest-france.fr,florence lambert,2021/2,4,0.0
ouest-france.fr,camille kouchner,2021/1,4,-7.80095610604085
ouest-france.fr,alfred chanzy,2021/1,4,-3.20466132556446
ouest-france.fr,lacroix paritosh gupta,2021/1,4,-3.886925795053
ouest-france.fr,abraham lincoln,2021/2,4,-3.6697247706422
ouest-france.fr,ruyant thomas,2021/1,4,-1.12359550561798
sudouest.fr,augusto santos silva,2021/1,4,-2.27272727272727
ouest-france.fr,christian jacob,2021/1,4,-0.240384615384615
ouest-france.fr,johanna rolland,2021/2,4,-4.299834687973549
ouest-france.fr,michel landes,2021/3,4,-0.320855614973262
ouest-france.fr,hussam al-khamse,2021/1,4,-6.05326876513317
sudouest.fr,emma lavigne,2021/2,4,1.03092783505155
ouest-france.fr,thwet thwet,2021/3,4,-4.92424242424242
ouest-france.fr,august gougeard,2021/1,4,-3.20466132556446
ouest-france.fr,emmanuel kessler,2021/2,4,-0.420168067226891
ouest-france.fr,assad al-eidani,2021/1,4,-6.05326876513317
sudouest.fr,khin thida nyein,2021/2,4,-7.98319327731093
ouest-france.fr,nicolas brien,2021/3,4,-2.2
sudouest.fr,debbie wasserman schultz,2021/1,4,-6.07476635514019
sudouest.fr,dadolph hitler,2021/2,4,-3.24675324675325
ouest-france.fr,hillary clinton,2021/1,4,-1.82291666666667
ouest-france.fr,ngo noyb,2021/3,4,-2.2
sudouest.fr,navalny oleg,2021/3,4,-6.47058823529412
ouest-france.fr,amalia escriva,2021/3,4,3.43137254901961
ouest-france.fr,emmanuel daoud,2021/2,4,-4.8780487804878
ouest-france.fr,philippe gwen,2021/1,4,1.16279069767442
ouest-france.fr,alexander dumas,2021/1,4,-2.27670753064799
ouest-france.fr,ahmad al-rashid,2021/1,4,-6.05326876513317
ouest-france.fr,sergeant charles,2021/1,4,-4.8780487804878
ouestaf.com,brice bicaba,2021/3,4,-3.16390041493776
sudouest.fr,kody frederick,2021/2,4,-3.24675324675325
sudouest.fr,cyril dion,2021/2,4,-0.641025641025641
ouest-france.fr,jair bolsonaro,2021/1,4,-3.18471337579618
ouest-france.fr,r nikan mohtadi,2021/2,4,-3.53982300884956
ouest-france.fr,jake angeli,2021/1,4,-4.686000274235565
sudouest.fr,biden joe,2021/1,4,-1.71821305841924
sudouest.fr,guillaume rozier,2021/1,4,-1.08695652173913
sudouest.fr,mohamed guendouz saint-guilhem,2021/2,4,-8.84955752212389
ouest-france.fr,zhang bo,2021/3,4,-1.77304964539007
ouest-france.fr,karim khan,2021/3,4,-4.8780487804878
ouest-france.fr,a michel souchaud,2021/1,4,0.543478260869565
sudouest.fr,jamie raskin,2021/2,4,-6.615738774629753
sudouest.fr,christiane lambert,2021/3,4,-1.7353579175705
ouest-france.fr,astra zeneca,2021/2,4,0.6660173646060374
ouestaf.com,moussa aksar,2021/1,4,-2.85714285714286
sudouest.fr,delphine horvilleur,2021/3,4,-2.51798561151079
sudouest.fr,laurence magnin adair,2021/3,4,1.70940170940171
ouest-france.fr,camille kouchner,2021/2,4,-7.781610066707095
ouest-france.fr,josette audin,2021/2,4,-3.03886925795053
ouest-france.fr,tahseem al,2021/1,4,-6.05326876513317
ouest-france.fr,antoine abdoulaye diome,2021/3,4,-4.7008547008547
ouest-france.fr,laurent combet letterpost,2021/1,4,-3.886925795053
ouest-france.fr,jacqueline laffont,2021/3,4,-4.2997542997543
ouestaf.com,gonbagui gueu george,2021/1,4,0.588235294117647
sudouest.fr,antoine raimbourg,2021/2,4,0.709219858156029
ouest-france.fr,dmitri peskov,2021/3,4,-15.2439024390244
ouest-france.fr,bachar al-assad,2021/2,4,-4.8780487804878
ouest-france.fr,meps catalan,2021/3,4,-1.15207373271889
ouestaf.com,norbert zongo,2021/1,4,-2.85714285714286
ouest-france.fr,nicola notaro,2021/2,4,-8.12182741116751
ouest-france.fr,yuri latortue,2021/2,4,-4.52127659574468
sudouest.fr,hong kong sitsang,2021/2,4,-1.26262626262626
sudouest.fr,amedy coulibaly,2021/3,4,-6.58682634730539
ouest-france.fr,joanna parrish,2021/1,4,-4.96894409937888
sudouest.fr,annie genevard,2021/3,4,-6.30372492836676
ouest-france.fr,ned segal,2021/2,4,-0.826446280991735
sudouest.fr,igor krasnov,2021/3,4,-6.47058823529412
sudouest.fr,ilhan omar,2021/1,4,-1.71821305841924
ouest-france.fr,jean-marc dufour,2021/3,4,-3.80952380952381
sudouest.fr,nagorny karabakh,2021/1,4,-2.27272727272727
sudouest.fr,alexander grushko,2021/3,4,-6.47058823529412
sudouest.fr,bernard kouchner,2021/1,4,-4.74777448071217
ouestaf.com,kouame clement,2021/1,4,0.588235294117647
ouest-france.fr,cross atlantic,2021/3,4,-2.61780104712042
sudouest.fr,camille kouchner,2021/1,4,-4.74777448071217
ouest-france.fr,blick chiesa marco,2021/3,4,0.0
ouest-france.fr,bordj bou,2021/3,4,-5.06108202443281
ouestaf.com,amani tiemoko,2021/1,4,0.588235294117647
ouest-france.fr,cadu letterpost,2021/3,4,-1.269358407079645
ouest-france.fr,michel souchaud,2021/1,4,0.543478260869565
sudouest.fr,florence belkacem,2021/2,4,1.03092783505155
ouest-france.fr,esther naw,2021/3,4,-4.92424242424242
sudouest.fr,tedros adhanom ghebreyesus,2021/1,4,-1.62337662337662
ouest-france.fr,palestinian mohammed shtayyeh,2021/2,4,-1.54639175257732
sudouest.fr,arcachon sophie,2021/1,4,2.35294117647059
ouest-france.fr,r eric behbahani,2021/1,4,0.558659217877095
ouest-france.fr,damalia escriva,2021/3,4,3.43137254901961
ouestaf.com,gouassiro ernest mathieu,2021/1,4,0.588235294117647
ouest-france.fr,bernard heyberger,2021/3,4,-1.78926441351889
ouest-france.fr,lorient a lorient,2021/3,4,2.77777777777778
ouest-france.fr,philippe vincent,2021/2,4,-6.98254364089776
ouest-france.fr,duchre a lyons,2021/3,4,-5.4014598540146
sudouest.fr,afp jean-paul ortiz,2021/3,4,-1.71919770773639
ouest-france.fr,a duchre a lyons,2021/3,4,-5.4014598540146
ouest-france.fr,michel fourniret,2021/1,4,-4.96894409937888
ouest-france.fr,aung maung,2021/3,4,-4.92424242424242
sudouest.fr,yang jiechi,2021/2,4,-1.26262626262626
ouest-france.fr,gayle oprah winfrey,2021/3,4,1.26760563380282
sudouest.fr,charles harry,2021/3,4,-2.15827338129496
sudouest.fr,tom burt,2021/3,4,-6.945718860761768
ouestaf.com,yao kouakou guemon,2021/1,4,0.588235294117647
sudouest.fr,john kirby,2021/3,4,-2.91060291060291
sudouest.fr,nadine david,2021/3,4,2.72904483430799
ouest-france.fr,grisha bogdanov,2021/1,4,-4.23280423280423
ouest-france.fr,sacha cahn,2021/2,4,-4.31654676258993
ouest-france.fr,joseph oliver,2021/3,4,-5.4014598540146
ouest-france.fr,paritosh gupta,2021/1,4,-3.886925795053
ouest-france.fr,harriet tubman,2021/2,4,-3.6697247706422
sudouest.fr,artnova jousset,2021/2,4,1.03092783505155
ouest-france.fr,afp joseph zimet,2021/1,4,-1.1300182213601329
ouest-france.fr,joseph jean-louis,2021/2,4,-4.52127659574468
sudouest.fr,yvonne huynh,2021/1,4,-4.52127659574468
sudouest.fr,sebastian kurz,2021/3,4,-8.28571428571428
ouest-france.fr,theodore roosevelt,2021/2,4,-3.6697247706422
ouest-france.fr,christophe wilson,2021/3,4,-0.503778337531486
sudouest.fr,adam kinzinger,2021/1,4,-6.07476635514019
ouest-france.fr,ali khamenei,2021/1,4,-3.72960372960373
ouest-france.fr,johanna rolland,2021/1,4,0.4691977077363926
ouest-france.fr,abdelhakim sefrioui,2021/3,4,-9.28689883913765
ouest-france.fr,dick cheney,2021/1,4,-2.3625434686488
ouest-france.fr,william green,2021/2,4,0.836820083682008
sudouest.fr,nicola gratteri,2021/3,4,-5.76923076923077
ouest-france.fr,andr thomas,2021/3,4,-2.11764705882353
ouest-france.fr,jacques chirac,2021/3,4,-3.3824158233468924
ouest-france.fr,thierry herzog,2021/1,4,-5.70652173913043
ouest-france.fr,florence lambert,2021/1,4,-3.06122448979592
ouestaf.com,coulibaly yahaya,2021/1,4,0.588235294117647
sudouest.fr,adam schiff,2021/1,4,-6.07476635514019
ouest-france.fr,sabine lalande,2021/3,4,0.65359477124183
ouest-france.fr,sergeant gombault,2021/1,4,-4.8780487804878
ouest-france.fr,laurent gbagbo,2021/2,4,-3.03886925795053
ouest-france.fr,boris cyrulnik,2021/3,4,-0.618556701030928
ouest-france.fr,maati monjib,2021/3,4,-13.0990415335463
sudouest.fr,masamichi adachi,2021/1,4,-1.03092783505155
sudouest.fr,roselyne bachelot,2021/2,4,1.03092783505155
ouest-france.fr,lhuisne sarthe,2021/3,4,-0.320855614973262
sudouest.fr,philippe vermesch,2021/3,4,-1.71919770773639
ouest-france.fr,jason miller,2021/1,4,-3.29218106995885
sudouest.fr,jacques tati,2021/3,4,2.72904483430799
ouestaf.com,alassane ouattara,2021/1,4,0.588235294117647
ouest-france.fr,caroline letoile,2021/2,4,-8.52173913043478
ouestaf.com,imelda daisy doussou mari,2021/1,4,0.588235294117647
ouest-france.fr,franklin roosevelt,2021/2,4,-3.6697247706422
ouest-france.fr,clara ponsati,2021/3,4,-1.15207373271889
ouestaf.com,gbanda odette,2021/1,4,0.588235294117647
ouest-france.fr,christophe letessier,2021/3,4,-3.97350993377483
ouest-france.fr,antonio guterres,2021/2,4,-4.52127659574468
ouest-france.fr,palestinian wafa,2021/2,4,-1.54639175257732
sudouest.fr,kenneth mckenzie,2021/3,4,-2.91060291060291
sudouest.fr,fukushima daiichi,2021/3,4,-1.91326530612245
ouest-france.fr,florent chartier,2021/2,4,-0.12562814070351774
ouest-france.fr,thinzar maung,2021/3,4,-4.92424242424242
ouest-france.fr,annecy denizot,2021/3,4,-3.80952380952381
ouest-france.fr,nicolas fernand,2021/1,4,-0.1505740636175425
ouest-france.fr,george washington,2021/2,4,-3.6697247706422
ouest-france.fr,mark rutte,2021/2,4,-7.77027027027027
ouest-france.fr,afp bilal,2021/3,4,-5.06108202443281
sudouest.fr,michel catalano,2021/3,4,-6.58682634730539
sudouest.fr,peter szijjarto,2021/2,4,1.20845921450151
sudouest.fr,george shultz,2021/2,4,-4.84375
ouest-france.fr,nicolas deulofeu,2021/2,4,-3.28638497652582
ouest-france.fr,sylvain scherer,2021/2,4,-3.33333333333333
ouest-france.fr,dianne feinstein,2021/2,4,-3.6697247706422
ouest-france.fr,lilian mercier,2021/3,4,-2.61780104712042
ouest-france.fr,pauline boutin,2021/1,3,2.87081339712919
ouest-france.fr,lapca isabelle,2021/1,3,-4.29799426934097
ouest-france.fr,john east,2021/3,3,1.28647631000941
ouest-france.fr,deena hinshaw,2021/1,3,-3.0821917808219204
ouest-france.fr,butch bowers,2021/2,3,-4.27698574338086
ouest-france.fr,luc chetrit,2021/3,3,-4.3778801843318
ouest-france.fr,garcia prez,2021/3,3,-1.64670658682635
ouest-france.fr,valerie rabault,2021/2,3,-1.7598406795504868
ouest-france.fr,edward durand,2021/3,3,-1.58013544018059
ouest-france.fr,al gore,2021/2,3,-0.718132854578097
ouest-france.fr,claude gallimard,2021/1,3,-0.518806744487678
ouest-france.fr,philippe gosselin,2021/2,3,-2.91970802919708
ouest-france.fr,christian saint-etienne,2021/2,3,-0.480769230769231
sudouest.fr,kenzo takada,2021/3,3,0.578034682080925
sudouest.fr,ludovic rioux,2021/1,3,-0.778816199376947
sudouest.fr,audi jean-christophe lagarde,2021/3,3,-0.7326007326007321
ouest-france.fr,thierry marx,2021/2,3,2.62054507337526
ouest-france.fr,qanon jacob anthony,2021/1,3,-5.59440559440559
ouest-france.fr,nayla clay,2021/2,3,-1.13250283125708
sudouest.fr,maarten luther king,2021/1,3,-2.08768267223382
ouest-france.fr,vladimir jankelevitch,2021/1,3,-4.9645390070922
ouest-france.fr,mathieu gallet,2021/2,3,0.0
ouest-france.fr,helena bonham,2021/1,3,-0.9269988412514479
sudouest.fr,meaux laureline peyrefitte,2021/2,3,-4.54545454545455
ouest-france.fr,alejandro mayorkas,2021/2,3,-1.42348754448399
sudouest.fr,david lemieux,2021/2,3,-7.22100656455142
ouest-france.fr,thierry burkhard,2021/1,3,-1.06382978723404
ouest-france.fr,xavier bertrand,2021/1,3,2.00333889816361
sudouest.fr,philippe pacque,2021/3,3,-8.70786516853933
sudouest.fr,souladakis audi jean-christophe lagarde,2021/3,3,-0.7326007326007321
ouest-france.fr,thierry burlot,2021/2,3,1.24223602484472
sudouest.fr,philippe martinez,2021/2,3,-1.98019801980198
ouest-france.fr,denis ferrand,2021/2,3,-0.480769230769231
sudouest.fr,gwendal leroy,2021/2,3,-7.22100656455142
sudouest.fr,jimony rousseau,2021/2,3,-4.54545454545455
ouest-france.fr,ahmad massoud,2021/2,3,1.37741046831956
sudouest.fr,jeffrey frederick,2021/3,3,-5.97014925373134
sudouest.fr,nathalie latour,2021/3,3,-2.85714285714286
ouest-france.fr,john matz,2021/1,3,-4.78011472275335
sudouest.fr,caudrelier cammas,2021/1,3,0.928074245939675
sudouest.fr,hans kluge,2021/2,3,-0.7476635514018689
ouest-france.fr,linfectiologue karine lacombe,2021/1,3,2.00333889816361
madeinfoot.ouest-france.fr,zlatan ibrahimovic,2021/3,3,4.65116279069767
ouest-france.fr,eric bouillard,2021/3,3,-10.0
sudouest.fr,claudia mo,2021/1,3,-4.60893854748603
ouest-france.fr,arnaud vincent,2021/1,3,1.24223602484472
sudouest.fr,antoine llorca,2021/2,3,-4.58015267175573
sudouest.fr,yolanda diaz,2021/3,3,-0.984251968503937
ouestaf.com,hamed bakayoko,2021/3,3,0.0
ouest-france.fr,gabriel malek,2021/3,3,0.0992063492063493
ouest-france.fr,thomas mandroux,2021/3,3,-5.95854922279793
ouest-france.fr,saint-michel guingamp,2021/3,3,-5.23255813953488
ouest-france.fr,patrick dupond,2021/3,3,9.1743119266055
sudouest.fr,brad pitt,2021/3,3,0.578034682080925
ouest-france.fr,mathieu klein,2021/1,3,-2.1226760357195134
ouest-france.fr,damien courtin,2021/1,3,2.87081339712919
ouest-france.fr,audrey azoulay,2021/3,3,-1.02564102564103
sudouest.fr,jules verne,2021/1,3,0.928074245939675
sudouest.fr,jose andres funes monge,2021/1,3,-1.1070110701107
ouest-france.fr,breugnot sarthe,2021/2,3,-1.36986301369863
ouest-france.fr,meziane abane,2021/3,3,-4.43686006825939
ouest-france.fr,emmanuel dupuy,2021/3,3,0.0992063492063493
ouest-france.fr,guingamp saint-michel,2021/3,3,-5.23255813953488
sudouest.fr,bassem al-kaissi,2021/2,3,-6.10169491525424
ouest-france.fr,vincent marshal,2021/1,3,-0.390117035110533
sudouest.fr,faouzi fayek,2021/3,3,-7.35294117647059
ouest-france.fr,surender kumar,2021/1,3,-3.6717062634989204
ouest-france.fr,matt groening,2021/1,3,-1.22887864823349
ouest-france.fr,elie cohen,2021/2,3,-0.480769230769231
sudouest.fr,dalai lama,2021/3,3,-4.744296535341307
ouest-france.fr,justice michal wojcik,2021/3,3,-3.0651340996168606
ouest-france.fr,justice eric,2021/2,3,-6.32911392405063
sudouest.fr,caroline marty,2021/3,3,-6.958232095337266
sudouest.fr,karan bhatia,2021/3,3,-2.8037383177570105
ouest-france.fr,pedro sanchez,2021/3,3,-0.302114803625377
ouest-france.fr,yvan georget saumur vale,2021/3,3,0.452488687782806
sudouest.fr,tony loisel,2021/1,3,-3.56083086053412
ouest-france.fr,blaise royer,2021/3,3,0.0992063492063493
sudouest.fr,barry phipps,2021/3,3,0.578034682080925
ouest-france.fr,emmanuel franco-espagnol,2021/3,3,-0.302114803625377
ouest-france.fr,colmar catherine sorita-minard,2021/1,3,-7.21649484536082
ouest-france.fr,philippe renaudet,2021/1,3,-1.2778271208778593
ouest-france.fr,afp corinne lepage,2021/1,3,-3.4246575342465797
ouest-france.fr,thierry scherrer,2021/1,3,2.9296875
ouest-france.fr,adam johnson,2021/1,3,-5.59440559440559
ouest-france.fr,abdelmajid tebboune,2021/3,3,-4.43686006825939
ouestaf.com,imam oumarou diarra,2021/2,3,-1.159114857745
ouest-france.fr,dalfortville luc,2021/1,3,1.6166281755196301
ouest-france.fr,yvette cartereau,2021/1,3,-3.23076923076923
sudouest.fr,bernard laporte,2021/3,3,-2.12765957446809
ouest-france.fr,laurent combet,2021/1,3,1.24223602484472
ouest-france.fr,jon ossoff,2021/1,3,1.8378378378378397
ouest-france.fr,america latin,2021/2,3,-2.03045685279188
ouest-france.fr,mark gleizes,2021/2,3,-2.46478873239437
sudouest.fr,miguel menendez,2021/3,3,-2.93398533007335
ouest-france.fr,roch wamytan,2021/3,3,1.91458026509573
ouest-france.fr,kathleen marchal-crenshaw,2021/2,3,4.81481481481481
ouest-france.fr,cyprien mercier,2021/3,3,-9.966914805624493
sudouest.fr,abdelmalek droukdal,2021/1,3,-4.79452054794521
sudouest.fr,hussein sayed,2021/2,3,-1.08303249097473
ouestaf.com,kau djim,2021/2,3,-1.159114857745
ouest-france.fr,ahmad shah massoud,2021/2,3,1.37741046831956
sudouest.fr,xavier fortinon,2021/1,3,-2.05949656750572
ouest-france.fr,audouin letterpost,2021/1,3,1.5544041450777197
ouest-france.fr,brice smith,2021/1,3,0.0
ouest-france.fr,brian sicknick,2021/1,3,-6.54761904761905
ouest-france.fr,antony blinken,2021/2,3,-0.555555555555556
ouest-france.fr,colmar europe,2021/1,3,-7.21649484536082
sudouest.fr,elisabeth moreno,2021/3,3,-2.88659793814433
sudouest.fr,mehmet murat,2021/2,3,-4.601626101681259
ouest-france.fr,joyce carol oates,2021/1,3,-0.518806744487678
ouestaf.com,patrick achi,2021/3,3,0.0
sudouest.fr,lisa teixeira,2021/1,3,-3.56083086053412
ouest-france.fr,marseille payan,2021/1,3,-3.75
ouestaf.com,ibk ouestaf,2021/2,3,-1.159114857745
ouest-france.fr,luc hall,2021/1,3,-0.796178343949045
sudouest.fr,simon maughan,2021/1,3,-1.75438596491228
ouest-france.fr,angela merkel,2021/3,3,3.76811594202899
ouest-france.fr,tourki al malki,2021/2,3,-7.20930232558139
sudouest.fr,david boileau morgan,2021/1,3,0.928074245939675
ouest-france.fr,philippe martinez,2021/1,3,-4.29292929292929
ouest-france.fr,denis lambert,2021/1,3,0.7165254898622287
ouest-france.fr,paul haswell,2021/2,3,-1.52284263959391
sudouest.fr,toulon hubert falco,2021/2,3,-5.89970501474926
ouest-france.fr,helena bo,2021/1,3,-0.9269988412514479
ouest-france.fr,bertrand bonello,2021/2,3,-1.82370820668693
ouest-france.fr,e cyril duval,2021/2,3,2.57731958762887
sudouest.fr,philippe bush,2021/1,3,0.22661518321727336
sudouest.fr,jean-louis fournier,2021/1,3,-1.5625
sudouest.fr,leclerc iraty,2021/2,3,-5.04731861198738
ouest-france.fr,bruno dary,2021/1,3,-1.06382978723404
ouest-france.fr,michel fradin,2021/1,3,-0.8250825082508267
sudouest.fr,doubs joel mathurin,2021/3,3,0.0
ouestaf.com,ibrahima boubacar,2021/2,3,-1.159114857745
sudouest.fr,pcr moselle,2021/3,3,-2.12765957446809
sudouest.fr,ashli babbitt,2021/1,3,-3.58851674641148
ouest-france.fr,arabia arabia,2021/3,3,-1.54981549815498
ouest-france.fr,yvan georget letterpost,2021/3,3,0.452488687782806
ouest-france.fr,hans zahner,2021/2,3,2.62054507337526
ouest-france.fr,thomas andrews,2021/3,3,-10.1123595505618
ouest-france.fr,klaus kinzler,2021/3,3,-6.511627906976739
ouest-france.fr,xavier renaud,2021/2,3,-8.65979381443299
sudouest.fr,ned segal,2021/2,3,-0.985221674876847
sudouest.fr,lee takhedmit,2021/3,3,-7.1969696969697
ouest-france.fr,marie coulon,2021/3,3,0.505050505050505
ouest-france.fr,xavier moreau,2021/3,3,0.0992063492063493
ouest-france.fr,didier maarten,2021/3,3,-1.26262626262626
ouest-france.fr,bruno dey,2021/2,3,-7.04545454545455
sudouest.fr,marion marshal,2021/3,3,-0.378071833648393
ouest-france.fr,edward snowden,2021/1,3,1.5837104072398198
sudouest.fr,david dufresne,2021/2,3,-7.22100656455142
sudouest.fr,charente sandrine,2021/1,3,0.284900284900284
ouest-france.fr,john matze,2021/1,3,-4.78011472275335
ouest-france.fr,mark zuckerberg,2021/3,3,1.75953079178886
ouest-france.fr,philippe aghion,2021/2,3,-0.480769230769231
ouest-france.fr,clementine mercier,2021/1,3,-1.5235667973039027
sudouest.fr,gerald darmanin,2021/3,3,-3.64612928538572
sudouest.fr,johanna rolland,2021/2,3,0.387596899224806
sudouest.fr,charles caudrelier,2021/1,3,0.928074245939675
ouest-france.fr,astrazeneca biontech,2021/1,3,-1.30548302872063
ouest-france.fr,pascal boniface,2021/2,3,-1.05853051058531
ouest-france.fr,nicola gratteri,2021/3,3,-3.93700787401575
ouest-france.fr,philippe astruc,2021/1,3,-4.5045045045045
ouest-france.fr,abhishek singh,2021/1,3,-3.6717062634989204
ouest-france.fr,guillaume menguy,2021/2,3,-1.87319884726225
ouest-france.fr,pontlieue saint-martin,2021/1,3,-4.36893203883495
madeinfoot.ouest-france.fr,che che,2021/3,3,4.65116279069767
ouest-france.fr,neera tanden,2021/1,3,1.8378378378378397
ouest-france.fr,mathieu davy,2021/3,3,-3.34928229665072
ouest-france.fr,florent chartier,2021/1,3,-3.38118022328549
ouest-france.fr,rudolph giuliani,2021/2,3,-4.27698574338086
sudouest.fr,antony blinken,2021/1,3,-4.60893854748603
ouest-france.fr,justin a trudeau,2021/2,3,0.0
ouest-france.fr,a franois fox,2021/2,3,0.42826552462526707
sudouest.fr,jean-baptiste moreau,2021/3,3,-2.85714285714286
sudouest.fr,mathias dufour,2021/1,3,-0.778816199376947
ouestaf.com,imam dick,2021/2,3,-1.159114857745
ouest-france.fr,wax tailor,2021/1,3,3.33333333333333
ouest-france.fr,alan roura,2021/1,3,0.2963701265665693
ouest-france.fr,eric bothorel,2021/2,3,0.595238095238095
sudouest.fr,cftc cyril chabanier,2021/1,3,0.0
ouest-france.fr,oxford covid,2021/1,3,-1.86666666666667
ouest-france.fr,romney lisa murkowski,2021/1,3,1.8378378378378397
sudouest.fr,arnaud durand,2021/2,3,-6.61157024793388
ouest-france.fr,jens spahn,2021/3,3,3.76811594202899
ouest-france.fr,chris wray,2021/1,3,-10.752688172043
sudouest.fr,franck cammas,2021/1,3,0.928074245939675
ouest-france.fr,manchegan breton,2021/1,3,2.38095238095238
ouest-france.fr,cyril duval mathilde leclerc,2021/2,3,2.57731958762887
sudouest.fr,souladakis boris vallaud,2021/1,3,-2.05949656750572
sudouest.fr,hamas islamist,2021/2,3,-1.02564102564103
ouest-france.fr,sylvie guillaume,2021/2,3,-1.05853051058531
ouest-france.fr,dimitri rogoff,2021/1,3,-0.796178343949045
ouest-france.fr,christian estrosi,2021/2,3,-0.684931506849315
sudouest.fr,ali sistani,2021/3,3,-0.647249190938511
ouest-france.fr,july a crteil,2021/2,3,-6.38297872340426
ouest-france.fr,sylvain scherer,2021/3,3,-1.26262626262626
ouest-france.fr,lindsay graham,2021/1,3,1.53846153846154
ouest-france.fr,mark milley,2021/1,3,-3.88349514563107
ouest-france.fr,jonathan thomas,2021/1,3,-0.268096514745308
ouest-france.fr,aouatef braber,2021/2,3,-8.08383233532934
ouest-france.fr,bernard bouvet,2021/2,3,4.81481481481481
ouest-france.fr,christiane lambert,2021/1,3,4.12371134020619
sudouest.fr,nelly maarten,2021/2,3,-3.28227571115974
ouest-france.fr,annamie paul,2021/2,3,0.0
ouest-france.fr,bernard hourcade,2021/3,3,0.0992063492063493
ouest-france.fr,commons annecy,2021/2,3,-5.21327014218009
ouest-france.fr,denise bellanger,2021/1,3,-3.23076923076923
ouest-france.fr,jair bolsonaro donald,2021/3,3,-3.19488817891374
ouest-france.fr,annie minvielle,2021/1,3,-0.9269988412514479
ouest-france.fr,julian bugier,2021/1,3,0.10007347166274332
sudouest.fr,jean-claude juncker,2021/3,3,-2.7985074626865702
ouestaf.com,imam mahmoud dicko,2021/2,3,-1.159114857745
ouest-france.fr,polly king,2021/2,3,-1.303907763567844
ouest-france.fr,patrick laffont,2021/2,3,4.81481481481481
ouest-france.fr,lrem pascal canfin,2021/2,3,-1.05853051058531
sudouest.fr,david schultz,2021/3,3,-5.97014925373134
sudouest.fr,tiffany yuen,2021/1,3,-4.60893854748603
ouest-france.fr,derrick evans,2021/1,3,-5.59440559440559
sudouest.fr,familia camille kouchner,2021/2,3,-6.75105485232067
ouest-france.fr,afp karsenti,2021/2,3,0.0
sudouest.fr,henri vanneaud,2021/3,3,3.97111913357401
sudouest.fr,edward snowden,2021/1,3,1.44927536231884
ouest-france.fr,david cronenberg,2021/2,3,-1.82370820668693
ouest-france.fr,claude cadot,2021/3,3,-1.6042780748663101
sudouest.fr,ngo netblocks,2021/2,3,-5.3314121037464
sudouest.fr,francis joyon,2021/1,3,0.928074245939675
sudouest.fr,santa barbara,2021/3,3,-1.62454873646209
ouest-france.fr,philippe grosvalet,2021/3,3,-1.26262626262626
ouest-france.fr,mady dicko,2021/1,3,-3.82081686429513
sudouest.fr,claude belot,2021/3,3,0.0
ouest-france.fr,mark angel,2021/3,3,-0.317965023847377
ouest-france.fr,stephane troussel,2021/3,3,-1.34228187919463
ouestaf.com,birahima ouattara,2021/3,3,0.0
ouest-france.fr,joe manchin susan collins,2021/1,3,1.8378378378378397
sudouest.fr,steve tuller,2021/3,3,-5.97014925373134
ouest-france.fr,eric lombard,2021/2,3,-0.8928571428571429
ouest-france.fr,franck dubray,2021/2,3,-2.999057334502638
ouest-france.fr,gaudet letterpost,2021/3,3,-1.6042780748663101
ouest-france.fr,souladakis thomas,2021/1,3,-1.43540669856459
sudouest.fr,winston churchill,2021/3,3,0.578034682080925
ouest-france.fr,a july a crteil,2021/2,3,-6.38297872340426
ouest-france.fr,luc mlenchon,2021/2,3,-3.1782803958625467
sudouest.fr,pascal lelarge,2021/1,3,-2.63157894736842
ouest-france.fr,loeffler kelly,2021/1,3,1.8378378378378397
ouest-france.fr,cancale a saint-malo,2021/2,3,2.08333333333333
ouest-france.fr,julian gracq,2021/1,3,-1.01522842639594
sudouest.fr,pauline trequesser,2021/1,3,-0.778816199376947
ouest-france.fr,hamdoun baouro,2021/1,3,-3.82081686429513
ouest-france.fr,pope ndiaye,2021/1,3,-0.518806744487678
sudouest.fr,daniel laurent,2021/3,3,0.0
