source,persons,time,nb_articles,avg_tone
ouest-france.fr,cyril duval,2021/1,1,3.46020761245675
sudouest.fr,philippe martinez,2021/1,1,-3.21428571428571
ouest-france.fr,mount chaambi,2021/1,1,-9.49554896142433
ouest-france.fr,athanor a guerande,2021/3,1,-0.763358778625954
ouest-france.fr,alice meyer,2021/3,1,1.57894736842105
ouest-france.fr,quarya rajendran,2021/1,1,0.537634408602151
ouest-france.fr,pavlos bakoyannis,2021/3,1,-7.21649484536083
ouest-france.fr,mohamad fehmi,2021/1,1,-3.82022471910112
sudouest.fr,michel garcia,2021/2,1,-4.40414507772021
ouest-france.fr,geert wilders,2021/2,1,2.94117647058823
sudouest.fr,charles prost,2021/3,1,-9.9009900990099
ouest-france.fr,emilia briand,2021/2,1,2.10280373831776
ouest-france.fr,herve petitbon,2021/3,1,1.45631067961165
ouest-france.fr,simon cohen,2021/1,1,-4.3859649122807
sudouest.fr,james hogg,2021/2,1,-7.75862068965517
ouest-france.fr,afp jean-louis,2021/2,1,-1.68539325842697
ouest-france.fr,nathalie hamon,2021/1,1,0.956937799043062
ouest-france.fr,philippe carli,2021/3,1,-6.13496932515337
ouest-france.fr,loick a brown,2021/2,1,-3.42857142857143
sudouest.fr,luc gleyze,2021/1,1,0.645161290322581
sudouest.fr,miri regev,2021/2,1,0.0
ouest-france.fr,caroline tichit,2021/1,1,-1.16279069767442
sudouest.fr,ana laura,2021/3,1,-0.87719298245614
sudouest.fr,susana lastreto prieto,2021/3,1,-0.87719298245614
ouest-france.fr,brigitte autran,2021/2,1,-0.280898876404495
sudouest.fr,marie curie,2021/3,1,-2.77777777777778
sudouest.fr,lalanne nathalie,2021/1,1,2.10526315789474
ouest-france.fr,lavra alder,2021/1,1,0.61633281972265
sudouest.fr,biden joe,2021/2,1,-5.24109014675052
sudouest.fr,jean-louis touraine,2021/3,1,-2.62390670553936
sudouest.fr,william green,2021/3,1,0.627615062761506
ouest-france.fr,mohsen dali,2021/1,1,-9.49554896142433
sudouest.fr,sandrine casini,2021/2,1,-4.40414507772021
madeinfoot.ouest-france.fr,usman dembele,2021/3,1,-3.38983050847458
ouest-france.fr,karim tamourtbir,2021/3,1,-1.96078431372549
ouest-france.fr,sabrina ouazzani,2021/3,1,-0.28328611898017
sudouest.fr,mathieu gallet,2021/2,1,-4.45344129554656
ouest-france.fr,jean-louis bretin,2021/1,1,-2.58620689655172
sudouest.fr,michel rocard,2021/2,1,-2.81124497991968
ouest-france.fr,nastasia lewandowski,2021/3,1,2.40384615384615
ouest-france.fr,daniel pennac,2021/1,1,-1.6260162601626
ouest-france.fr,john dory,2021/1,1,0.510204081632653
sudouest.fr,august meyer,2021/3,1,-9.9009900990099
sudouest.fr,trifon trifonov,2021/3,1,1.1214953271028
ouest-france.fr,patrick leconte,2021/2,1,-2.93225480283114
sudouest.fr,christophe ellul,2021/3,1,-5.45023696682464
ouest-france.fr,sandrine rousseau,2021/1,1,-8.85245901639344
ouest-france.fr,indian ocean,2021/1,1,1.03448275862069
ouest-france.fr,shani wilson,2021/3,1,-6.10079575596817
sudouest.fr,sussex a winfrey,2021/3,1,-4.74137931034483
ouest-france.fr,vincent brenghart,2021/1,1,-4.3859649122807
ouest-france.fr,joannic maarten,2021/2,1,3.46320346320346
ouest-france.fr,arnaud leclerc,2021/3,1,-4.48430493273543
sudouest.fr,sebastian kurz,2021/2,1,-3.71428571428571
sudouest.fr,tedros adhanom,2021/3,1,-3.88888888888889
sudouest.fr,souladakis lrem,2021/3,1,2.67857142857143
ouest-france.fr,saad hariri,2021/2,1,-10.5793450881612
ouest-france.fr,guillaume getz,2021/3,1,-4.57746478873239
ouest-france.fr,henri matisse,2021/1,1,-0.119331742243436
ouest-france.fr,grant shapps,2021/1,1,-5.04201680672269
ouest-france.fr,claude courtet,2021/3,1,-0.434782608695652
sudouest.fr,reims matthew,2021/3,1,-9.67741935483871
ouest-france.fr,vincent bard,2021/2,1,-6.57894736842105
ouest-france.fr,davy hamelin,2021/2,1,-0.854700854700854
ouest-france.fr,jean-louis touraine,2021/3,1,-1.171875
ouest-france.fr,roman attanasio,2021/2,1,0.053676865271068
sudouest.fr,victorine dartois,2021/2,1,-9.93975903614458
ouest-france.fr,annie genevard,2021/2,1,-6.5989847715736
ouest-france.fr,nicolas smith,2021/3,1,1.39372822299652
ouestaf.com,souladakis usman sonko,2021/3,1,-4.95867768595041
ouest-france.fr,gabriel attal,2021/3,1,0.0
ouest-france.fr,kristine sutherland,2021/3,1,-3.60866078588613
sudouest.fr,christian rousseau,2021/3,1,-0.318471337579618
ouest-france.fr,eric bouillard,2021/1,1,-8.85245901639344
ouest-france.fr,delphine alexander,2021/3,1,-1.31578947368421
sudouest.fr,a duchre a lyons,2021/3,1,-4.63917525773196
sudouest.fr,yusri yunus,2021/1,1,-2.21238938053097
ouest-france.fr,william belknap,2021/2,1,-3.30188679245283
ouest-france.fr,ifremer franois,2021/3,1,-1.90735694822888
sudouest.fr,nicolas rabault,2021/3,1,3.42298288508557
sudouest.fr,catalan jaume,2021/3,1,3.8961038961039
ouest-france.fr,afp eric,2021/3,1,-1.45985401459854
ouest-france.fr,serge dassault,2021/3,1,-0.220994475138121
ouest-france.fr,tim kaine,2021/2,1,-3.30188679245283
sudouest.fr,gavin williamson,2021/1,1,-1.64948453608247
ouest-france.fr,breton thierry,2021/2,1,1.14122681883024
ouest-france.fr,isabelle bernard,2021/3,1,1.11524163568773
sudouest.fr,limougeaud legrand,2021/1,1,0.82256169212691
ouest-france.fr,nicolas dufourcq,2021/2,1,1.35746606334842
ouest-france.fr,kate obrien,2021/1,1,0.0
ouest-france.fr,sandrine desjars,2021/1,1,0.796812749003984
sudouest.fr,annie etchegaray,2021/1,1,2.8735632183908
ouest-france.fr,stanislas nordey,2021/1,1,-2.0979020979021
ouest-france.fr,franck mariette,2021/2,1,1.74672489082969
ouest-france.fr,brice smith,2021/2,1,-0.45045045045045
ouest-france.fr,mireille puau,2021/2,1,2.45098039215686
ouest-france.fr,lydia davy,2021/1,1,0.890207715133531
sudouest.fr,jair bolsonaro,2021/1,1,-4.60992907801418
ouest-france.fr,perigord a anjou,2021/3,1,-0.132275132275133
sudouest.fr,daphne brki,2021/2,1,2.72373540856031
ouest-france.fr,alex edelman,2021/3,1,-4.5662100456621
ouest-france.fr,franois holland,2021/3,1,-0.373134328358209
sudouest.fr,joseph zimet,2021/1,1,0.0
ouest-france.fr,john angell,2021/1,1,-2.69413629160063
sudouest.fr,selwyn jones,2021/3,1,-4.32098765432099
ouest-france.fr,julian cohen,2021/3,1,-1.13960113960114
ouest-france.fr,nicole simon,2021/1,1,1.93236714975845
ouest-france.fr,sarthe aveze,2021/1,1,1.36363636363636
ouest-france.fr,magali heurtin,2021/1,1,1.39372822299652
ouest-france.fr,fabian leduc,2021/2,1,-0.492610837438424
ouest-france.fr,alioune badara,2021/3,1,-5.83190394511149
ouest-france.fr,pascal lumineau,2021/2,1,-3.00751879699248
ouest-france.fr,greta thunberg,2021/1,1,-2.10526315789474
ouest-france.fr,matt jones,2021/1,1,-5.49065420560748
ouest-france.fr,reims matthew,2021/3,1,-10.6918238993711
ouest-france.fr,christmas a lannion,2021/1,1,0.952380952380952
ouest-france.fr,samia soultani,2021/1,1,-0.40983606557377
sudouest.fr,lexaminateur toulouse,2021/3,1,-2.32558139534884
sudouest.fr,kim jong,2021/1,1,-2.33333333333333
ouest-france.fr,pauline depirou,2021/2,1,-7.40740740740741
sudouest.fr,adrien finch,2021/1,1,0.943396226415094
ouest-france.fr,eric coquerel,2021/3,1,-0.22271714922049
sudouest.fr,klaus kinzler,2021/3,1,-9.55223880597015
sudouest.fr,jean-paul sartre,2021/3,1,-2.47229326513214
sudouest.fr,hacne chibane,2021/3,1,-1.74291938997821
ouest-france.fr,roger sessions,2021/2,1,3.28467153284672
sudouest.fr,annie bartal,2021/3,1,-3.01204819277108
ouest-france.fr,brigitte studer,2021/2,1,0.851063829787234
sudouest.fr,square franois,2021/3,1,-5.22388059701492
ouestaf.com,states africa,2021/2,1,0.64367816091954
ouest-france.fr,quentin welsh,2021/3,1,0.0
ouest-france.fr,eddy lemaitre,2021/1,1,-5.6910569105691
ouest-france.fr,nicolas thellier,2021/3,1,0.409836065573771
ouest-france.fr,charles herbert best,2021/2,1,0.0
sudouest.fr,stanislas nordey,2021/1,1,-2.65151515151515
ouest-france.fr,solenn gaudichon,2021/1,1,-4.51127819548872
ouest-france.fr,antoine laurent,2021/1,1,-1.17647058823529
sudouest.fr,loris tolot,2021/3,1,-0.436681222707423
ouest-france.fr,fukushima daiichi,2021/3,1,-5.10344827586207
ouest-france.fr,christophe oswald,2021/2,1,-3.63636363636364
sudouest.fr,sarit reuven,2021/2,1,0.0
sudouest.fr,taieb talbi,2021/3,1,-3.92596747055524
sudouest.fr,medef geoffroy,2021/2,1,-1.40252454417952
ouest-france.fr,mars leslie townes,2021/2,1,0.74294205052006
sudouest.fr,oloron-sainte-marie christophe,2021/3,1,-3.29512893982808
sudouest.fr,malala yousafzai,2021/3,1,-0.641025641025641
ouest-france.fr,tchoma bangou,2021/1,1,-8.11808118081181
ouest-france.fr,afp khin maung zaw,2021/2,1,-8.63636363636364
ouest-france.fr,eric dupuis,2021/2,1,-5.22022838499184
ouest-france.fr,michel tessier,2021/3,1,-3.48837209302326
ouest-france.fr,cyrille cohen,2021/2,1,-1.16279069767442
ouest-france.fr,camilla parker bowles,2021/3,1,-2.01342281879195
sudouest.fr,julian sanchez,2021/2,1,-5.57377049180328
ouest-france.fr,beatrice dupuis,2021/2,1,0.625
ouest-france.fr,bella sankey,2021/1,1,-4.59363957597173
sudouest.fr,square a venice,2021/2,1,-2.10084033613445
sudouest.fr,thierry dumas,2021/2,1,1.14285714285714
sudouest.fr,ludovico einaudi,2021/1,1,-0.568181818181818
ouest-france.fr,alexander brunet,2021/3,1,-1.96078431372549
sudouest.fr,alain fischer,2021/3,1,0.977198697068403
sudouest.fr,ethan siegel,2021/2,1,-1.70157068062827
ouest-france.fr,martine abele,2021/1,1,-6.4
sudouest.fr,mont-saint-michel abbey,2021/3,1,-6.97674418604651
sudouest.fr,damien desormeaux,2021/1,1,-6.07734806629834
sudouest.fr,salim abdool karim,2021/2,1,-0.72639225181598
ouest-france.fr,helene michel,2021/3,1,-0.763358778625954
sudouest.fr,florence gaudin,2021/3,1,0.201612903225807
sudouest.fr,david pereira,2021/2,1,-1.40252454417952
ouest-france.fr,nathalie latour,2021/1,1,-0.165837479270315
ouest-france.fr,barbara pompili,2021/2,1,1.78571428571429
ouest-france.fr,roman boutron,2021/1,1,0.363636363636363
ouest-france.fr,leonel soares,2021/1,1,-1.46750524109015
ouest-france.fr,jeff pachoud,2021/2,1,-0.884955752212389
ouest-france.fr,hercules edf,2021/2,1,-3.15186246418338
ouest-france.fr,andy cohen,2021/3,1,2.56410256410256
ouest-france.fr,mount saint-michel,2021/1,1,-0.854700854700855
ouest-france.fr,alexander berthelot,2021/1,1,0.892857142857143
ouest-france.fr,les etats,2021/2,1,-0.447761194029851
ouest-france.fr,prasetiyo adhi wibowo,2021/2,1,-3.59712230215827
ouest-france.fr,weibo wechat,2021/3,1,-5.75916230366492
ouest-france.fr,white tiger,2021/2,1,-3.59712230215827
ouest-france.fr,holden jones,2021/3,1,-0.522648083623694
sudouest.fr,zweli mkhize,2021/2,1,-0.72639225181598
sudouest.fr,jean-marc abadie,2021/2,1,-0.717703349282297
sudouest.fr,queen elizabeth,2021/3,1,3.16091954022989
ouest-france.fr,arnaud vaslin,2021/3,1,-4.01785714285714
ouest-france.fr,emglev bro douarnenez,2021/2,1,2.46913580246914
ouest-france.fr,jacques chirac,2021/1,1,-0.91324200913242
ouest-france.fr,bernard arnault,2021/1,1,1.85185185185185
ouest-france.fr,napoleon bonaparte,2021/3,1,0.26525198938992
ouest-france.fr,stephane rotenberg,2021/2,1,0.659340659340659
sudouest.fr,simone veil,2021/3,1,-2.47229326513214
ouest-france.fr,valentine bechu,2021/1,1,0.952380952380952
sudouest.fr,nicolas brugre,2021/3,1,-2.26244343891403
ouest-france.fr,david schwimmer,2021/3,1,2.56410256410256
sudouest.fr,michel fourniret,2021/2,1,-5.58002936857562
ouest-france.fr,kim wilde,2021/2,1,7.58620689655172
ouest-france.fr,david pereira,2021/2,1,-2.1978021978022
ouest-france.fr,van gogh vincent,2021/1,1,-0.119331742243436
ouest-france.fr,anjou geschlossenen,2021/2,1,0.884955752212389
ouest-france.fr,george henri,2021/1,1,0.260416666666667
ouest-france.fr,nicolas smith aignan,2021/3,1,1.39372822299652
sudouest.fr,abdelaziz bouteflika,2021/1,1,-4.48979591836735
ouestaf.com,cross africa,2021/3,1,-1.8348623853211
ouest-france.fr,julian aubert,2021/2,1,-3.15186246418338
ouest-france.fr,myo nyunt,2021/2,1,-0.303951367781155
ouest-france.fr,niort bernard,2021/1,1,2.30769230769231
ouest-france.fr,tyler wright,2021/1,1,2.30547550432277
ouest-france.fr,emer cooke,2021/1,1,3.05343511450382
ouest-france.fr,marcel dassault,2021/3,1,-0.220994475138121
ouest-france.fr,eiffage bouygues,2021/3,1,-3.02325581395349
ouest-france.fr,arya rajendran,2021/1,1,0.537634408602151
ouest-france.fr,patricia macdonald,2021/2,1,-7.95454545454546
ouest-france.fr,simone cravignac,2021/1,1,-3.63636363636364
sudouest.fr,hamed bakayoko,2021/3,1,-2.60416666666667
sudouest.fr,mark pulvar,2021/2,1,-2.87610619469027
ouest-france.fr,laurent castaing,2021/2,1,-1.38888888888889
ouest-france.fr,laurence piccolo,2021/1,1,-1.72413793103448
ouest-france.fr,souladakis jimmy,2021/3,1,-0.434782608695652
ouest-france.fr,marianne blanchard,2021/3,1,0.227100681302044
ouest-france.fr,paul gauguin,2021/1,1,-0.119331742243436
ouest-france.fr,yveline morvant,2021/1,1,0.796812749003984
sudouest.fr,alexander juniac,2021/3,1,1.57068062827225
ouest-france.fr,achilles grandeau,2021/2,1,-3.6231884057971
ouest-france.fr,reims chu,2021/3,1,-3.7037037037037
sudouest.fr,el confidencial,2021/3,1,-2.06489675516224
sudouest.fr,athmane tartag,2021/1,1,-4.48979591836735
ouest-france.fr,mauro colagreco,2021/2,1,0.659340659340659
sudouest.fr,franck marlin,2021/2,1,-2.11480362537764
ouest-france.fr,rodney king,2021/3,1,-5.53571428571429
sudouest.fr,laurent zuchowicz,2021/3,1,-1.20481927710843
ouest-france.fr,alexandre gouyette,2021/1,1,0.892857142857143
ouest-france.fr,david friedman,2021/2,1,9.46502057613169
sudouest.fr,sylvie rongier,2021/3,1,-1.51515151515152
sudouest.fr,franois cremieux,2021/2,1,-3.1413612565445
ouest-france.fr,eric jugan,2021/3,1,-3.43839541547278
ouest-france.fr,april gaumont,2021/3,1,-1.48514851485149
ouest-france.fr,gabriel attal,2021/1,1,-1.97461212976023
ouest-france.fr,souladakis villani,2021/1,1,-0.671892497200448
ouest-france.fr,alice dufour,2021/3,1,0.409836065573771
sudouest.fr,libourne philippe bush,2021/1,1,0.645161290322581
sudouest.fr,baptist dax,2021/3,1,-3.3195020746888
ouest-france.fr,natacha longeray,2021/2,1,-9.1743119266055
ouest-france.fr,baron armel,2021/2,1,-0.458715596330275
sudouest.fr,luc lumeau,2021/3,1,-8.92857142857143
ouest-france.fr,square benedict roulet,2021/3,1,-0.22271714922049
ouest-france.fr,lgbt quazar,2021/3,1,-14.2857142857143
ouest-france.fr,nathalie lopez,2021/2,1,-4.08163265306122
ouest-france.fr,xavier durringer,2021/1,1,-2.24215246636771
ouest-france.fr,maxim lledo,2021/3,1,-1.39372822299652
ouestaf.com,fatou jagne,2021/3,1,-10.1123595505618
sudouest.fr,audrey pulvar,2021/2,1,-2.87610619469027
sudouest.fr,corinne lepage,2021/3,1,-2.12765957446809
ouest-france.fr,franck jourdain,2021/3,1,-0.233100233100233
ouest-france.fr,matthew abrivard,2021/3,1,-0.529100529100529
ouest-france.fr,franck storne,2021/1,1,-2.57731958762887
ouest-france.fr,sibyl gollac,2021/3,1,0.128040973111395
sudouest.fr,sun ariane mnouchkine,2021/1,1,-1.62721893491124
sudouest.fr,white lewinsky,2021/2,1,-5.3030303030303
ouest-france.fr,yannick kerlogot,2021/3,1,-1.71428571428571
sudouest.fr,george bernard shaw,2021/1,1,-0.531914893617021
ouest-france.fr,deputy bassem,2021/2,1,0.0
ouest-france.fr,saint-jacques tomy,2021/3,1,0.881057268722467
ouest-france.fr,pierre-yves cadalen,2021/2,1,-3.63636363636364
ouest-france.fr,el pais,2021/1,1,-1.70261066969353
ouest-france.fr,anna ruch,2021/3,1,-4.88431876606684
ouest-france.fr,rafiq hariri,2021/1,1,-3.82022471910112
ouest-france.fr,anouk bouteloup,2021/1,1,1.39372822299652
ouest-france.fr,jean-claude mazin,2021/3,1,-1.0989010989011
sudouest.fr,pierre-yves briand,2021/1,1,0.684931506849315
ouest-france.fr,natacha bouchard,2021/3,1,0.0
ouest-france.fr,mark lefevre,2021/1,1,-0.418410041841004
ouest-france.fr,alexis tsipras,2021/3,1,-7.21649484536083
ouest-france.fr,dimitris koufonidas,2021/3,1,-7.21649484536083
ouest-france.fr,agatha christie,2021/1,1,0.61633281972265
ouest-france.fr,toulouse izard,2021/3,1,-7.43034055727554
sudouest.fr,catholic pope,2021/1,1,-3.23624595469256
sudouest.fr,david schoen bruce beaver,2021/2,1,-9.09090909090909
sudouest.fr,alexander dumas,2021/2,1,-1.0126582278481
sudouest.fr,joseph kony,2021/2,1,-15.8490566037736
ouest-france.fr,camille lepage,2021/3,1,-5.49450549450549
ouest-france.fr,sun ariane mnouchkine,2021/1,1,-1.97461212976023
sudouest.fr,johns hopkins,2021/3,1,-3.69230769230769
ouest-france.fr,moron letterpost,2021/1,1,-1.45985401459854
ouest-france.fr,alexander blaise,2021/1,1,1.04895104895105
sudouest.fr,jean-marc dufour,2021/3,1,-0.87719298245614
sudouest.fr,abu dhabi,2021/3,1,-2.06489675516224
ouest-france.fr,bibendum george,2021/1,1,0.260416666666667
ouest-france.fr,notre-dame dargenton-leglise,2021/3,1,-1.49253731343284
sudouest.fr,pascal lopez,2021/2,1,-1.33111480865225
sudouest.fr,nicolas basselier,2021/2,1,1.48514851485149
ouest-france.fr,afp vincent,2021/2,1,-0.925925925925926
ouest-france.fr,joel fourny,2021/2,1,1.63265306122449
sudouest.fr,dhamed bakayoko,2021/3,1,-2.60416666666667
ouest-france.fr,sonja haakon,2021/1,1,0.0
sudouest.fr,marc pulvar,2021/2,1,-2.87610619469027
ouest-france.fr,mathieu guillerot,2021/2,1,-1.25
sudouest.fr,karine huet,2021/3,1,-0.187265917602996
sudouest.fr,anne hidalgo,2021/3,1,-1.38613861386139
ouest-france.fr,alex murray,2021/3,1,-2.01342281879195
ouest-france.fr,rayan cherki,2021/3,1,2.10084033613445
sudouest.fr,emmeline pankhurst,2021/3,1,-0.641025641025641
ouest-france.fr,alassane ouattara,2021/3,1,-2.52100840336134
ouest-france.fr,mario piromalli,2021/2,1,-2.22222222222222
sudouest.fr,abraham lincoln,2021/2,1,-5.3030303030303
ouest-france.fr,eileen allan,2021/2,1,-0.634920634920635
ouest-france.fr,jacques sayagh,2021/2,1,-4.08163265306122
ouest-france.fr,phil clapp,2021/1,1,1.25523012552301
sudouest.fr,fabian buccio,2021/3,1,-2.42718446601942
ouest-france.fr,suzanne collins,2021/2,1,-2.38805970149254
sudouest.fr,hidalgo anne,2021/1,1,0.645161290322581
sudouest.fr,philip green,2021/2,1,-3.23529411764706
ouest-france.fr,laurent monsterleet,2021/3,1,-3.43839541547278
ouest-france.fr,alexander arnault,2021/1,1,1.85185185185185
ouest-france.fr,ludovic brossard,2021/3,1,0.649350649350649
sudouest.fr,john french,2021/1,1,0.962861072902338
ouest-france.fr,elizabeth bouvet,2021/3,1,0.612557427258805
ouest-france.fr,christian rossi,2021/3,1,-3.1413612565445
ouest-france.fr,ian philips,2021/2,1,-8.63636363636364
ouest-france.fr,benoit felace letterpost,2021/3,1,-5.41082164328657
ouest-france.fr,jean-philippe pouit,2021/3,1,-1.49253731343284
sudouest.fr,isabelle huppert,2021/3,1,-1.50375939849624
sudouest.fr,annie elizondo,2021/1,1,2.8735632183908
ouest-france.fr,yves veyrier,2021/1,1,-0.467289719626168
ouest-france.fr,vincent gourdon,2021/3,1,-2.03045685279188
ouest-france.fr,msc pierfrancesco vago,2021/2,1,-1.38888888888889
sudouest.fr,luc mlenchon,2021/2,1,-1.61290322580645
ouest-france.fr,wood francw,2021/2,1,-3.34190231362468
